"SEQUENCED, STRENGTH-TWO ORTHOGONAL ARRAY",,,,,,,,,,,
Number variables,11,,,,,,,,,,
"Total points in design, Points printed to sheet",1024,1024,,,,,,,,,
"Max Correlation, Uniformity Index (NA if not computed)",0.0000,1.0000,,,,,,,,,
,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,
Variable name,SMA1_Period,SMA2_Period,RSI_Period,BuyFactor,SellFactor,SMA1buyCoef,SMA2buyCoef,RSIbuyCoef,SMA1sellCoef,SMA2sellCoef,RSIsellCoef
194,135.8064516,84.4516129,39.51612903,-74.19354839,-29.03225806,806.4516129,677.4193548,-354.8387097,548.3870968,290.3225806,-96.77419355
195,33.09677419,142.2258065,1,100,-67.74193548,-548.3870968,1000,225.8064516,-32.25806452,419.3548387,225.8064516
196,148.6451613,45.93548387,155.0645161,35.48387097,93.5483871,806.4516129,806.4516129,96.77419355,225.8064516,-290.3225806,-483.8709677
197,1,155.0645161,7.419354839,54.83870968,-29.03225806,-32.25806452,225.8064516,161.2903226,-419.3548387,96.77419355,-612.9032258
198,116.5483871,33.09677419,135.8064516,-74.19354839,67.74193548,-161.2903226,-225.8064516,-225.8064516,-612.9032258,612.9032258,935.483871
199,161.483871,180.7419355,58.77419355,35.48387097,-48.38709677,-96.77419355,32.25806452,-290.3225806,677.4193548,1000,-354.8387097
200,90.87096774,200,155.0645161,-16.12903226,67.74193548,161.2903226,612.9032258,-935.483871,806.4516129,-548.3870968,-612.9032258
201,26.67741935,187.1612903,33.09677419,-87.09677419,67.74193548,-354.8387097,161.2903226,741.9354839,-354.8387097,225.8064516,-225.8064516
202,180.7419355,26.67741935,78.03225806,-100,100,-1000,-96.77419355,1000,32.25806452,1000,-483.8709677
203,200,193.5806452,200,9.677419355,-48.38709677,290.3225806,-806.4516129,-741.9354839,-870.9677419,-1000,677.4193548
204,90.87096774,110.1290323,84.4516129,74.19354839,-61.29032258,-290.3225806,483.8709677,354.8387097,290.3225806,677.4193548,-870.9677419
205,116.5483871,174.3225806,187.1612903,100,22.58064516,-741.9354839,548.3870968,1000,-548.3870968,-677.4193548,806.4516129
206,52.35483871,65.19354839,148.6451613,-22.58064516,9.677419355,483.8709677,32.25806452,548.3870968,96.77419355,741.9354839,225.8064516
207,45.93548387,129.3870968,129.3870968,29.03225806,-74.19354839,-483.8709677,-548.3870968,-419.3548387,-548.3870968,1000,-32.25806452
208,161.483871,58.77419355,1,-35.48387097,-61.29032258,354.8387097,-419.3548387,-1000,32.25806452,-161.2903226,741.9354839
209,103.7096774,1,167.9032258,-87.09677419,54.83870968,-1000,935.483871,-225.8064516,-741.9354839,-677.4193548,677.4193548
210,97.29032258,148.6451613,97.29032258,67.74193548,-80.64516129,354.8387097,-96.77419355,290.3225806,-1000,-806.4516129,-548.3870968
211,65.19354839,58.77419355,26.67741935,-74.19354839,-100,935.483871,-870.9677419,-870.9677419,-741.9354839,354.8387097,354.8387097
212,78.03225806,39.51612903,167.9032258,-74.19354839,-67.74193548,-741.9354839,225.8064516,870.9677419,354.8387097,806.4516129,-354.8387097
213,7.419354839,13.83870968,129.3870968,74.19354839,22.58064516,-96.77419355,-741.9354839,-1000,-354.8387097,290.3225806,1000
214,97.29032258,161.483871,84.4516129,87.09677419,29.03225806,96.77419355,290.3225806,-677.4193548,-96.77419355,-290.3225806,-225.8064516
215,193.5806452,110.1290323,1,16.12903226,54.83870968,-935.483871,548.3870968,32.25806452,-354.8387097,483.8709677,32.25806452
216,167.9032258,135.8064516,71.61290323,-41.93548387,-35.48387097,-225.8064516,741.9354839,-677.4193548,161.2903226,-677.4193548,935.483871
217,90.87096774,180.7419355,142.2258065,-74.19354839,100,612.9032258,-548.3870968,483.8709677,-806.4516129,-935.483871,1000
218,26.67741935,129.3870968,200,35.48387097,87.09677419,225.8064516,935.483871,354.8387097,-419.3548387,-96.77419355,548.3870968
219,78.03225806,90.87096774,97.29032258,-54.83870968,29.03225806,612.9032258,-290.3225806,-161.2903226,935.483871,290.3225806,290.3225806
220,33.09677419,71.61290323,45.93548387,16.12903226,-93.5483871,1000,-806.4516129,-677.4193548,935.483871,-225.8064516,-96.77419355
221,110.1290323,167.9032258,174.3225806,-100,48.38709677,-290.3225806,1000,-32.25806452,-548.3870968,-225.8064516,-1000
222,187.1612903,71.61290323,187.1612903,-9.677419355,-74.19354839,-677.4193548,741.9354839,419.3548387,-354.8387097,-419.3548387,677.4193548
223,116.5483871,52.35483871,200,-29.03225806,-9.677419355,741.9354839,419.3548387,870.9677419,870.9677419,-354.8387097,-741.9354839
224,20.25806452,187.1612903,71.61290323,-61.29032258,54.83870968,-806.4516129,-1000,290.3225806,-96.77419355,741.9354839,548.3870968
225,45.93548387,90.87096774,174.3225806,3.225806452,87.09677419,-1000,225.8064516,806.4516129,677.4193548,161.2903226,354.8387097
226,33.09677419,1,97.29032258,54.83870968,-9.677419355,-870.9677419,-483.8709677,-548.3870968,677.4193548,354.8387097,870.9677419
227,200,84.4516129,13.83870968,-100,35.48387097,-677.4193548,870.9677419,-419.3548387,-1000,32.25806452,548.3870968
228,65.19354839,97.29032258,200,80.64516129,3.225806452,548.3870968,741.9354839,-935.483871,-225.8064516,-870.9677419,-225.8064516
229,78.03225806,155.0645161,58.77419355,-3.225806452,-54.83870968,161.2903226,-870.9677419,612.9032258,225.8064516,483.8709677,-161.2903226
230,129.3870968,103.7096774,161.483871,61.29032258,48.38709677,419.3548387,96.77419355,-96.77419355,161.2903226,677.4193548,-612.9032258
231,71.61290323,71.61290323,142.2258065,-35.48387097,-48.38709677,32.25806452,935.483871,-612.9032258,-548.3870968,-612.9032258,-612.9032258
232,78.03225806,135.8064516,45.93548387,-48.38709677,61.29032258,870.9677419,354.8387097,-354.8387097,677.4193548,-419.3548387,-1000
233,97.29032258,200,33.09677419,29.03225806,3.225806452,-32.25806452,-419.3548387,-806.4516129,483.8709677,161.2903226,-161.2903226
234,174.3225806,7.419354839,116.5483871,35.48387097,35.48387097,1000,-1000,-612.9032258,-806.4516129,-32.25806452,419.3548387
235,20.25806452,122.9677419,142.2258065,-16.12903226,-35.48387097,-1000,-32.25806452,225.8064516,-419.3548387,-225.8064516,-354.8387097
236,135.8064516,26.67741935,13.83870968,80.64516129,-35.48387097,32.25806452,-354.8387097,-225.8064516,935.483871,-32.25806452,-1000
237,135.8064516,39.51612903,129.3870968,48.38709677,100,870.9677419,-935.483871,806.4516129,-935.483871,419.3548387,-548.3870968
238,174.3225806,116.5483871,129.3870968,16.12903226,-48.38709677,-354.8387097,-161.2903226,-870.9677419,548.3870968,677.4193548,-290.3225806
239,1,187.1612903,180.7419355,-29.03225806,-100,612.9032258,-225.8064516,-806.4516129,290.3225806,419.3548387,-1000
240,52.35483871,167.9032258,7.419354839,-3.225806452,74.19354839,1000,-548.3870968,-741.9354839,-1000,935.483871,-741.9354839
241,174.3225806,167.9032258,45.93548387,61.29032258,93.5483871,-1000,-677.4193548,677.4193548,354.8387097,290.3225806,161.2903226
242,26.67741935,26.67741935,174.3225806,29.03225806,41.93548387,290.3225806,548.3870968,-935.483871,161.2903226,-354.8387097,-548.3870968
243,116.5483871,84.4516129,122.9677419,93.5483871,-3.225806452,32.25806452,-870.9677419,-32.25806452,677.4193548,935.483871,741.9354839
244,187.1612903,90.87096774,39.51612903,-61.29032258,74.19354839,-354.8387097,1000,612.9032258,870.9677419,-870.9677419,-419.3548387
245,58.77419355,52.35483871,71.61290323,16.12903226,-41.93548387,419.3548387,-483.8709677,-32.25806452,354.8387097,-32.25806452,1000
246,1,116.5483871,84.4516129,-74.19354839,87.09677419,419.3548387,419.3548387,677.4193548,225.8064516,-1000,483.8709677
247,148.6451613,155.0645161,39.51612903,-93.5483871,22.58064516,677.4193548,-548.3870968,-483.8709677,32.25806452,-548.3870968,-225.8064516
248,174.3225806,90.87096774,65.19354839,74.19354839,3.225806452,161.2903226,96.77419355,290.3225806,-612.9032258,-677.4193548,-1000
249,122.9677419,129.3870968,187.1612903,48.38709677,16.12903226,419.3548387,-870.9677419,870.9677419,-225.8064516,612.9032258,161.2903226
250,33.09677419,13.83870968,13.83870968,-29.03225806,74.19354839,-806.4516129,-96.77419355,-32.25806452,1000,-612.9032258,-806.4516129
251,200,39.51612903,110.1290323,-80.64516129,-61.29032258,741.9354839,-96.77419355,741.9354839,96.77419355,870.9677419,870.9677419
252,200,180.7419355,174.3225806,100,-80.64516129,225.8064516,-483.8709677,-225.8064516,548.3870968,-741.9354839,-806.4516129
253,45.93548387,13.83870968,84.4516129,41.93548387,35.48387097,-612.9032258,548.3870968,-483.8709677,-419.3548387,-806.4516129,-1000
254,71.61290323,78.03225806,84.4516129,-93.5483871,48.38709677,-96.77419355,-419.3548387,548.3870968,870.9677419,419.3548387,161.2903226
255,26.67741935,167.9032258,193.5806452,-22.58064516,-61.29032258,32.25806452,96.77419355,96.77419355,741.9354839,-483.8709677,-419.3548387
256,148.6451613,71.61290323,174.3225806,67.74193548,80.64516129,-548.3870968,161.2903226,1000,-935.483871,290.3225806,419.3548387
257,187.1612903,116.5483871,161.483871,-54.83870968,100,161.2903226,548.3870968,548.3870968,419.3548387,-96.77419355,-96.77419355
258,167.9032258,20.25806452,103.7096774,87.09677419,100,741.9354839,-806.4516129,354.8387097,-741.9354839,-870.9677419,-290.3225806
259,13.83870968,122.9677419,116.5483871,16.12903226,67.74193548,-677.4193548,96.77419355,-354.8387097,-741.9354839,161.2903226,870.9677419
260,116.5483871,187.1612903,103.7096774,48.38709677,-16.12903226,-96.77419355,354.8387097,225.8064516,225.8064516,-32.25806452,-419.3548387
261,58.77419355,200,129.3870968,-74.19354839,-87.09677419,-1000,741.9354839,-96.77419355,96.77419355,-806.4516129,-935.483871
262,1,52.35483871,33.09677419,48.38709677,-35.48387097,-870.9677419,-741.9354839,-96.77419355,-612.9032258,-548.3870968,677.4193548
263,103.7096774,26.67741935,1,-48.38709677,-80.64516129,677.4193548,-741.9354839,-612.9032258,741.9354839,806.4516129,-741.9354839
264,39.51612903,33.09677419,7.419354839,-35.48387097,54.83870968,-96.77419355,806.4516129,935.483871,354.8387097,-1000,-96.77419355
265,84.4516129,1,148.6451613,61.29032258,80.64516129,161.2903226,-161.2903226,96.77419355,-354.8387097,161.2903226,-32.25806452
266,13.83870968,90.87096774,58.77419355,-67.74193548,41.93548387,1000,935.483871,-483.8709677,548.3870968,-419.3548387,935.483871
267,135.8064516,200,193.5806452,67.74193548,-48.38709677,548.3870968,548.3870968,-1000,290.3225806,-225.8064516,-741.9354839
268,33.09677419,78.03225806,58.77419355,41.93548387,3.225806452,-225.8064516,-225.8064516,419.3548387,-741.9354839,806.4516129,-677.4193548
269,1,1,52.35483871,-41.93548387,61.29032258,32.25806452,-935.483871,1000,483.8709677,870.9677419,548.3870968
270,71.61290323,122.9677419,103.7096774,-29.03225806,35.48387097,-870.9677419,483.8709677,-870.9677419,-935.483871,1000,741.9354839
271,103.7096774,84.4516129,90.87096774,-29.03225806,-41.93548387,354.8387097,225.8064516,677.4193548,-483.8709677,677.4193548,32.25806452
272,161.483871,13.83870968,142.2258065,-87.09677419,29.03225806,-419.3548387,-677.4193548,548.3870968,-225.8064516,-1000,-741.9354839
273,90.87096774,71.61290323,1,-61.29032258,-41.93548387,935.483871,-612.9032258,161.2903226,-612.9032258,-806.4516129,870.9677419
274,135.8064516,110.1290323,33.09677419,-3.225806452,-80.64516129,-677.4193548,935.483871,1000,806.4516129,354.8387097,-935.483871
275,180.7419355,180.7419355,148.6451613,-3.225806452,3.225806452,32.25806452,-1000,-483.8709677,-935.483871,-290.3225806,870.9677419
276,193.5806452,142.2258065,135.8064516,93.5483871,-93.5483871,806.4516129,96.77419355,-806.4516129,-419.3548387,-32.25806452,483.8709677
277,116.5483871,97.29032258,1,-93.5483871,87.09677419,612.9032258,612.9032258,-96.77419355,-935.483871,548.3870968,-96.77419355
278,161.483871,45.93548387,180.7419355,16.12903226,35.48387097,935.483871,290.3225806,354.8387097,419.3548387,-612.9032258,290.3225806
279,193.5806452,65.19354839,58.77419355,-29.03225806,-29.03225806,-612.9032258,-1000,-161.2903226,354.8387097,-677.4193548,-225.8064516
280,142.2258065,7.419354839,167.9032258,-16.12903226,80.64516129,-419.3548387,741.9354839,-741.9354839,-612.9032258,677.4193548,1000
281,97.29032258,193.5806452,20.25806452,22.58064516,-93.5483871,548.3870968,935.483871,96.77419355,32.25806452,870.9677419,-1000
282,174.3225806,135.8064516,1,-16.12903226,22.58064516,-290.3225806,161.2903226,870.9677419,-290.3225806,1000,290.3225806
283,65.19354839,39.51612903,20.25806452,3.225806452,54.83870968,-225.8064516,-677.4193548,-806.4516129,225.8064516,-225.8064516,-290.3225806
284,1,90.87096774,200,41.93548387,-16.12903226,-677.4193548,-96.77419355,-225.8064516,-935.483871,-225.8064516,1000
285,155.0645161,155.0645161,116.5483871,-74.19354839,-16.12903226,-935.483871,-354.8387097,96.77419355,483.8709677,1000,677.4193548
286,103.7096774,110.1290323,20.25806452,-100,-35.48387097,-806.4516129,-870.9677419,483.8709677,870.9677419,161.2903226,290.3225806
287,45.93548387,155.0645161,187.1612903,74.19354839,9.677419355,548.3870968,-96.77419355,677.4193548,-741.9354839,-32.25806452,548.3870968
288,174.3225806,84.4516129,148.6451613,-87.09677419,-67.74193548,548.3870968,354.8387097,806.4516129,-96.77419355,483.8709677,-870.9677419
289,26.67741935,200,52.35483871,93.5483871,16.12903226,1000,-354.8387097,548.3870968,1000,-290.3225806,1000
290,65.19354839,116.5483871,180.7419355,22.58064516,74.19354839,870.9677419,-419.3548387,-161.2903226,-548.3870968,32.25806452,-483.8709677
291,39.51612903,58.77419355,200,-100,16.12903226,-354.8387097,-741.9354839,-290.3225806,-96.77419355,-483.8709677,96.77419355
292,135.8064516,135.8064516,142.2258065,61.29032258,-100,-741.9354839,290.3225806,32.25806452,96.77419355,-354.8387097,677.4193548
293,103.7096774,142.2258065,187.1612903,3.225806452,-16.12903226,161.2903226,-935.483871,-870.9677419,32.25806452,290.3225806,-677.4193548
294,90.87096774,174.3225806,174.3225806,54.83870968,-35.48387097,-354.8387097,354.8387097,419.3548387,1000,1000,-741.9354839
295,45.93548387,187.1612903,161.483871,-22.58064516,-54.83870968,-290.3225806,-483.8709677,-1000,483.8709677,-1000,806.4516129
296,180.7419355,129.3870968,122.9677419,-93.5483871,80.64516129,-32.25806452,-612.9032258,-1000,1000,-677.4193548,-354.8387097
297,84.4516129,103.7096774,187.1612903,-54.83870968,-29.03225806,290.3225806,935.483871,-419.3548387,677.4193548,741.9354839,1000
298,129.3870968,161.483871,33.09677419,-35.48387097,87.09677419,806.4516129,32.25806452,-870.9677419,-161.2903226,419.3548387,870.9677419
299,174.3225806,71.61290323,20.25806452,87.09677419,67.74193548,419.3548387,483.8709677,-483.8709677,96.77419355,32.25806452,-741.9354839
300,33.09677419,39.51612903,155.0645161,-67.74193548,-100,-677.4193548,-548.3870968,290.3225806,-225.8064516,677.4193548,-161.2903226
301,129.3870968,78.03225806,71.61290323,-3.225806452,-87.09677419,935.483871,-96.77419355,935.483871,548.3870968,-483.8709677,-32.25806452
302,116.5483871,26.67741935,161.483871,-80.64516129,-67.74193548,806.4516129,741.9354839,-290.3225806,-870.9677419,-161.2903226,548.3870968
303,33.09677419,45.93548387,33.09677419,74.19354839,48.38709677,677.4193548,-935.483871,32.25806452,-419.3548387,-1000,-419.3548387
304,84.4516129,200,90.87096774,80.64516129,61.29032258,-225.8064516,-806.4516129,-161.2903226,-1000,1000,354.8387097
305,200,1,122.9677419,-9.677419355,41.93548387,419.3548387,-741.9354839,354.8387097,-32.25806452,-161.2903226,-161.2903226
306,33.09677419,135.8064516,122.9677419,-87.09677419,100,225.8064516,419.3548387,-161.2903226,806.4516129,870.9677419,-32.25806452
307,167.9032258,7.419354839,84.4516129,-100,-87.09677419,612.9032258,96.77419355,806.4516129,354.8387097,870.9677419,677.4193548
308,7.419354839,116.5483871,103.7096774,-16.12903226,3.225806452,-935.483871,290.3225806,1000,741.9354839,-419.3548387,161.2903226
309,33.09677419,65.19354839,142.2258065,48.38709677,-87.09677419,-32.25806452,612.9032258,1000,-870.9677419,-870.9677419,290.3225806
310,155.0645161,58.77419355,78.03225806,67.74193548,-74.19354839,1000,-32.25806452,-32.25806452,741.9354839,419.3548387,-290.3225806
311,122.9677419,84.4516129,33.09677419,16.12903226,-9.677419355,-741.9354839,-1000,419.3548387,225.8064516,-806.4516129,225.8064516
312,103.7096774,45.93548387,52.35483871,87.09677419,-54.83870968,-612.9032258,1000,-290.3225806,-935.483871,-548.3870968,-32.25806452
313,148.6451613,187.1612903,142.2258065,22.58064516,-67.74193548,290.3225806,-741.9354839,-870.9677419,935.483871,612.9032258,-32.25806452
314,200,103.7096774,90.87096774,-74.19354839,-35.48387097,1000,-419.3548387,1000,-96.77419355,548.3870968,-419.3548387
315,65.19354839,122.9677419,65.19354839,100,-22.58064516,-419.3548387,-741.9354839,806.4516129,-1000,-32.25806452,-612.9032258
316,52.35483871,45.93548387,174.3225806,-48.38709677,-67.74193548,-225.8064516,483.8709677,161.2903226,806.4516129,-32.25806452,806.4516129
317,167.9032258,174.3225806,135.8064516,29.03225806,-29.03225806,-677.4193548,-870.9677419,-1000,-290.3225806,225.8064516,96.77419355
318,187.1612903,78.03225806,200,-67.74193548,-80.64516129,-1000,32.25806452,-677.4193548,-290.3225806,483.8709677,419.3548387
319,200,161.483871,58.77419355,29.03225806,54.83870968,612.9032258,354.8387097,-612.9032258,-419.3548387,-870.9677419,-935.483871
320,20.25806452,7.419354839,39.51612903,-87.09677419,3.225806452,870.9677419,-870.9677419,-419.3548387,290.3225806,548.3870968,612.9032258
321,7.419354839,148.6451613,90.87096774,48.38709677,-54.83870968,-483.8709677,548.3870968,483.8709677,-741.9354839,-612.9032258,-483.8709677
322,7.419354839,187.1612903,45.93548387,9.677419355,100,548.3870968,-290.3225806,-483.8709677,-548.3870968,677.4193548,354.8387097
323,187.1612903,142.2258065,110.1290323,-3.225806452,67.74193548,612.9032258,-419.3548387,-32.25806452,-161.2903226,-677.4193548,96.77419355
324,200,122.9677419,155.0645161,-41.93548387,22.58064516,-806.4516129,32.25806452,677.4193548,-612.9032258,354.8387097,-32.25806452
325,97.29032258,103.7096774,65.19354839,48.38709677,80.64516129,32.25806452,-225.8064516,-290.3225806,-419.3548387,354.8387097,-741.9354839
326,45.93548387,174.3225806,26.67741935,80.64516129,80.64516129,-870.9677419,290.3225806,548.3870968,548.3870968,-161.2903226,-419.3548387
327,116.5483871,65.19354839,39.51612903,3.225806452,-61.29032258,-548.3870968,-354.8387097,-741.9354839,-290.3225806,32.25806452,-161.2903226
328,84.4516129,26.67741935,200,67.74193548,35.48387097,-419.3548387,-419.3548387,-548.3870968,225.8064516,612.9032258,-870.9677419
329,142.2258065,200,116.5483871,9.677419355,22.58064516,-870.9677419,-612.9032258,290.3225806,870.9677419,-419.3548387,-290.3225806
330,78.03225806,187.1612903,65.19354839,93.5483871,9.677419355,-677.4193548,-32.25806452,-935.483871,-32.25806452,1000,161.2903226
331,26.67741935,52.35483871,180.7419355,-93.5483871,-54.83870968,96.77419355,32.25806452,-354.8387097,-1000,-161.2903226,-935.483871
332,187.1612903,122.9677419,1,61.29032258,-3.225806452,290.3225806,806.4516129,-225.8064516,1000,96.77419355,548.3870968
333,161.483871,129.3870968,78.03225806,-9.677419355,93.5483871,548.3870968,1000,-806.4516129,-1000,741.9354839,870.9677419
334,180.7419355,52.35483871,20.25806452,35.48387097,-80.64516129,161.2903226,-354.8387097,806.4516129,-741.9354839,-419.3548387,-419.3548387
335,1,97.29032258,135.8064516,-87.09677419,-54.83870968,-96.77419355,-1000,870.9677419,32.25806452,161.2903226,-290.3225806
336,122.9677419,180.7419355,90.87096774,29.03225806,9.677419355,870.9677419,806.4516129,-741.9354839,-161.2903226,-96.77419355,-290.3225806
337,45.93548387,148.6451613,20.25806452,-35.48387097,100,1000,-741.9354839,225.8064516,-870.9677419,483.8709677,-225.8064516
338,180.7419355,45.93548387,161.483871,-16.12903226,41.93548387,-870.9677419,-161.2903226,-677.4193548,-548.3870968,225.8064516,483.8709677
339,200,20.25806452,20.25806452,-3.225806452,-41.93548387,-96.77419355,612.9032258,-354.8387097,935.483871,-96.77419355,-870.9677419
340,58.77419355,84.4516129,155.0645161,67.74193548,100,290.3225806,290.3225806,870.9677419,-419.3548387,-677.4193548,870.9677419
341,97.29032258,135.8064516,116.5483871,100,-54.83870968,741.9354839,-161.2903226,-419.3548387,354.8387097,612.9032258,741.9354839
342,71.61290323,167.9032258,200,48.38709677,-93.5483871,612.9032258,-612.9032258,612.9032258,419.3548387,161.2903226,806.4516129
343,1,167.9032258,161.483871,87.09677419,54.83870968,870.9677419,-354.8387097,-870.9677419,806.4516129,-806.4516129,290.3225806
344,116.5483871,200,142.2258065,-41.93548387,-80.64516129,935.483871,1000,96.77419355,-96.77419355,677.4193548,161.2903226
345,161.483871,110.1290323,45.93548387,-61.29032258,48.38709677,32.25806452,741.9354839,806.4516129,225.8064516,-96.77419355,-32.25806452
346,155.0645161,65.19354839,129.3870968,-54.83870968,-80.64516129,-225.8064516,161.2903226,225.8064516,-612.9032258,-612.9032258,548.3870968
347,13.83870968,20.25806452,33.09677419,-100,-29.03225806,96.77419355,-612.9032258,677.4193548,741.9354839,612.9032258,354.8387097
348,65.19354839,193.5806452,103.7096774,61.29032258,-29.03225806,-548.3870968,-32.25806452,-483.8709677,483.8709677,-612.9032258,-935.483871
349,135.8064516,155.0645161,84.4516129,-22.58064516,16.12903226,741.9354839,806.4516129,-935.483871,-677.4193548,-677.4193548,419.3548387
350,97.29032258,7.419354839,1,-9.677419355,100,-354.8387097,-354.8387097,677.4193548,161.2903226,-225.8064516,-935.483871
351,174.3225806,200,167.9032258,48.38709677,-41.93548387,806.4516129,-96.77419355,354.8387097,677.4193548,96.77419355,-225.8064516
352,142.2258065,58.77419355,52.35483871,16.12903226,74.19354839,-548.3870968,-225.8064516,677.4193548,-870.9677419,1000,806.4516129
353,148.6451613,174.3225806,1,3.225806452,-87.09677419,419.3548387,-806.4516129,-354.8387097,-677.4193548,354.8387097,-548.3870968
354,13.83870968,39.51612903,180.7419355,-22.58064516,3.225806452,-354.8387097,483.8709677,-677.4193548,-806.4516129,96.77419355,-32.25806452
355,129.3870968,71.61290323,65.19354839,-48.38709677,54.83870968,-870.9677419,1000,677.4193548,-225.8064516,-741.9354839,-354.8387097
356,180.7419355,71.61290323,39.51612903,54.83870968,35.48387097,741.9354839,96.77419355,32.25806452,-96.77419355,806.4516129,1000
357,52.35483871,33.09677419,58.77419355,-87.09677419,-22.58064516,419.3548387,-935.483871,225.8064516,-548.3870968,-290.3225806,419.3548387
358,33.09677419,116.5483871,71.61290323,87.09677419,93.5483871,-483.8709677,-612.9032258,-612.9032258,32.25806452,548.3870968,677.4193548
359,200,155.0645161,148.6451613,35.48387097,-100,870.9677419,-290.3225806,-32.25806452,161.2903226,-935.483871,-741.9354839
360,122.9677419,39.51612903,84.4516129,-35.48387097,-54.83870968,-1000,612.9032258,96.77419355,-612.9032258,-419.3548387,-741.9354839
361,13.83870968,148.6451613,155.0645161,41.93548387,80.64516129,-1000,870.9677419,612.9032258,935.483871,870.9677419,96.77419355
362,122.9677419,161.483871,103.7096774,100,-35.48387097,290.3225806,419.3548387,-32.25806452,32.25806452,354.8387097,-96.77419355
363,1,135.8064516,174.3225806,-80.64516129,35.48387097,548.3870968,-612.9032258,-741.9354839,-483.8709677,354.8387097,161.2903226
364,142.2258065,103.7096774,110.1290323,74.19354839,100,806.4516129,-1000,-225.8064516,-290.3225806,-548.3870968,161.2903226
365,90.87096774,13.83870968,58.77419355,-93.5483871,9.677419355,-161.2903226,-483.8709677,-870.9677419,-96.77419355,96.77419355,677.4193548
366,167.9032258,167.9032258,148.6451613,74.19354839,-9.677419355,-806.4516129,-419.3548387,225.8064516,-806.4516129,-419.3548387,-612.9032258
367,84.4516129,84.4516129,26.67741935,9.677419355,93.5483871,-354.8387097,96.77419355,1000,612.9032258,419.3548387,-806.4516129
368,200,187.1612903,1,80.64516129,-29.03225806,-1000,96.77419355,-548.3870968,806.4516129,-290.3225806,-290.3225806
369,52.35483871,200,1,74.19354839,-54.83870968,32.25806452,419.3548387,419.3548387,548.3870968,-870.9677419,96.77419355
370,7.419354839,200,110.1290323,-100,54.83870968,225.8064516,225.8064516,-677.4193548,-935.483871,-32.25806452,225.8064516
371,39.51612903,71.61290323,33.09677419,3.225806452,22.58064516,225.8064516,-96.77419355,548.3870968,-806.4516129,-354.8387097,-1000
372,71.61290323,110.1290323,13.83870968,-41.93548387,9.677419355,-741.9354839,-677.4193548,-1000,677.4193548,-870.9677419,-96.77419355
373,71.61290323,33.09677419,97.29032258,3.225806452,-54.83870968,806.4516129,870.9677419,677.4193548,1000,741.9354839,677.4193548
374,20.25806452,167.9032258,13.83870968,22.58064516,-100,-483.8709677,741.9354839,870.9677419,-161.2903226,-290.3225806,-548.3870968
375,110.1290323,200,13.83870968,100,-3.225806452,677.4193548,-290.3225806,-870.9677419,-483.8709677,483.8709677,-354.8387097
376,20.25806452,180.7419355,187.1612903,54.83870968,67.74193548,354.8387097,290.3225806,-96.77419355,935.483871,-1000,225.8064516
377,135.8064516,142.2258065,200,87.09677419,61.29032258,-870.9677419,161.2903226,419.3548387,354.8387097,677.4193548,-483.8709677
378,155.0645161,193.5806452,33.09677419,-67.74193548,100,-483.8709677,-870.9677419,-548.3870968,354.8387097,96.77419355,-741.9354839
379,187.1612903,45.93548387,142.2258065,-100,-9.677419355,419.3548387,-354.8387097,-935.483871,612.9032258,741.9354839,32.25806452
380,84.4516129,13.83870968,1,-74.19354839,48.38709677,-677.4193548,483.8709677,-741.9354839,419.3548387,-483.8709677,-225.8064516
381,97.29032258,33.09677419,122.9677419,80.64516129,-67.74193548,870.9677419,32.25806452,-483.8709677,225.8064516,225.8064516,1000
382,135.8064516,180.7419355,20.25806452,-48.38709677,-74.19354839,-1000,-419.3548387,870.9677419,-1000,96.77419355,483.8709677
383,13.83870968,167.9032258,71.61290323,-54.83870968,-54.83870968,-161.2903226,-935.483871,741.9354839,-677.4193548,1000,-870.9677419
384,90.87096774,122.9677419,187.1612903,41.93548387,74.19354839,-96.77419355,-677.4193548,-548.3870968,483.8709677,-354.8387097,483.8709677
385,116.5483871,148.6451613,7.419354839,9.677419355,3.225806452,96.77419355,935.483871,-1000,96.77419355,1000,483.8709677
386,155.0645161,1,110.1290323,87.09677419,-41.93548387,-677.4193548,419.3548387,806.4516129,-419.3548387,741.9354839,741.9354839
387,187.1612903,1,7.419354839,48.38709677,48.38709677,548.3870968,-1000,-419.3548387,741.9354839,290.3225806,-806.4516129
388,161.483871,187.1612903,167.9032258,-80.64516129,-3.225806452,1000,-161.2903226,32.25806452,-161.2903226,-806.4516129,-161.2903226
389,110.1290323,78.03225806,155.0645161,-9.677419355,-93.5483871,32.25806452,548.3870968,-161.2903226,-96.77419355,-1000,-290.3225806
390,26.67741935,45.93548387,26.67741935,61.29032258,100,-96.77419355,870.9677419,-806.4516129,-612.9032258,-741.9354839,741.9354839
391,39.51612903,1,193.5806452,-74.19354839,3.225806452,290.3225806,-612.9032258,225.8064516,-1000,-96.77419355,290.3225806
392,174.3225806,148.6451613,52.35483871,-100,-100,-161.2903226,-419.3548387,419.3548387,-419.3548387,225.8064516,-96.77419355
393,1,7.419354839,122.9677419,-54.83870968,22.58064516,-483.8709677,677.4193548,-935.483871,-96.77419355,32.25806452,870.9677419
394,65.19354839,13.83870968,161.483871,-61.29032258,93.5483871,612.9032258,419.3548387,-354.8387097,96.77419355,612.9032258,-354.8387097
