"SEQUENCED, STRENGTH-TWO ORTHOGONAL ARRAY",,,,,,,,,,,,,
Number variables,13,,,,,,,,,,,,
"Total points in design, Points printed to sheet",1024,1024,,,,,,,,,,,
"Max Correlation, Uniformity Index (NA if not computed)",0.0000,1.0000,,,,,,,,,,,
,,,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,,,
Variable name,SMA1_Period,SMA2_Period,RSI_Period,BuyFactor,SellFactor,SMA1buyCoef,SMA2buyCoef,RSIbuyCoef,SMA1sellCoef,SMA2sellCoef,RSIsellCoef,OBV_buyfactor,OBV_sellfactor
165,33.09677419,33.09677419,116.5483871,4.516129032,5.806451613,-1000,483.8709677,-1000,548.3870968,-935.483871,-1000,96.77419355,-290.3225806
166,161.483871,26.67741935,122.9677419,7.419354839,8.709677419,-677.4193548,225.8064516,-870.9677419,-806.4516129,-290.3225806,-96.77419355,-806.4516129,419.3548387
167,200,103.7096774,90.87096774,1.290322581,3.225806452,1000,-419.3548387,1000,-96.77419355,548.3870968,-419.3548387,32.25806452,-354.8387097
168,180.7419355,65.19354839,71.61290323,4.516129032,8.709677419,354.8387097,419.3548387,96.77419355,290.3225806,-548.3870968,419.3548387,225.8064516,870.9677419
169,155.0645161,180.7419355,193.5806452,9.677419355,9.032258065,-806.4516129,-677.4193548,-677.4193548,419.3548387,806.4516129,-935.483871,-1000,1000
170,78.03225806,167.9032258,1,1.612903226,3.870967742,548.3870968,870.9677419,354.8387097,483.8709677,-677.4193548,1000,806.4516129,-935.483871
171,78.03225806,155.0645161,58.77419355,4.838709677,2.258064516,161.2903226,-870.9677419,612.9032258,225.8064516,483.8709677,-161.2903226,-1000,-419.3548387
172,71.61290323,122.9677419,103.7096774,3.548387097,6.774193548,-870.9677419,483.8709677,-870.9677419,-935.483871,1000,741.9354839,-225.8064516,-548.3870968
173,7.419354839,180.7419355,161.483871,3.225806452,5.806451613,-419.3548387,-96.77419355,-419.3548387,-419.3548387,161.2903226,677.4193548,806.4516129,-96.77419355
174,110.1290323,45.93548387,7.419354839,9.032258065,2.580645161,612.9032258,-96.77419355,225.8064516,870.9677419,806.4516129,-161.2903226,96.77419355,612.9032258
175,110.1290323,167.9032258,174.3225806,0,7.419354839,-290.3225806,1000,-32.25806452,-548.3870968,-225.8064516,-1000,225.8064516,-32.25806452
176,148.6451613,7.419354839,45.93548387,3.870967742,3.548387097,-96.77419355,1000,354.8387097,-870.9677419,-806.4516129,-741.9354839,96.77419355,-419.3548387
177,187.1612903,78.03225806,200,1.612903226,0.967741935,-1000,32.25806452,-677.4193548,-290.3225806,483.8709677,419.3548387,-354.8387097,483.8709677
178,45.93548387,142.2258065,142.2258065,5.806451613,3.548387097,483.8709677,419.3548387,-225.8064516,-483.8709677,548.3870968,-161.2903226,-612.9032258,-1000
179,135.8064516,39.51612903,129.3870968,7.419354839,10,870.9677419,-935.483871,806.4516129,-935.483871,419.3548387,-548.3870968,-32.25806452,1000
180,97.29032258,200,33.09677419,6.451612903,5.161290323,-32.25806452,-419.3548387,-806.4516129,483.8709677,161.2903226,-161.2903226,-419.3548387,1000
181,161.483871,110.1290323,45.93548387,1.935483871,7.419354839,32.25806452,741.9354839,806.4516129,225.8064516,-96.77419355,-32.25806452,-870.9677419,806.4516129
182,1,52.35483871,33.09677419,7.419354839,3.225806452,-870.9677419,-741.9354839,-96.77419355,-612.9032258,-548.3870968,677.4193548,-483.8709677,-419.3548387
183,200,97.29032258,103.7096774,1.612903226,5.483870968,354.8387097,-161.2903226,483.8709677,1000,290.3225806,-1000,-741.9354839,-741.9354839
184,116.5483871,155.0645161,26.67741935,2.580645161,0.64516129,-612.9032258,161.2903226,-419.3548387,-32.25806452,-1000,32.25806452,225.8064516,483.8709677
185,174.3225806,116.5483871,129.3870968,5.806451613,2.580645161,-354.8387097,-161.2903226,-870.9677419,548.3870968,677.4193548,-290.3225806,1000,96.77419355
186,129.3870968,71.61290323,65.19354839,2.580645161,7.741935484,-870.9677419,1000,677.4193548,-225.8064516,-741.9354839,-354.8387097,-806.4516129,225.8064516
187,84.4516129,52.35483871,161.483871,4.516129032,0,677.4193548,-1000,225.8064516,1000,-870.9677419,935.483871,548.3870968,96.77419355
188,167.9032258,90.87096774,13.83870968,8.064516129,1.612903226,935.483871,-1000,-548.3870968,-419.3548387,1000,-161.2903226,-548.3870968,-290.3225806
189,103.7096774,142.2258065,187.1612903,5.161290323,4.193548387,161.2903226,-935.483871,-870.9677419,32.25806452,290.3225806,-677.4193548,96.77419355,-806.4516129
190,65.19354839,20.25806452,110.1290323,6.451612903,1.612903226,161.2903226,935.483871,-96.77419355,870.9677419,-290.3225806,32.25806452,-741.9354839,-1000
191,161.483871,58.77419355,1,3.225806452,1.935483871,354.8387097,-419.3548387,-1000,32.25806452,-161.2903226,741.9354839,1000,-32.25806452
192,52.35483871,122.9677419,78.03225806,0.967741935,0.64516129,870.9677419,225.8064516,483.8709677,-354.8387097,-677.4193548,-419.3548387,-1000,-1000
193,193.5806452,90.87096774,167.9032258,0,0.967741935,-483.8709677,290.3225806,-1000,225.8064516,419.3548387,-612.9032258,677.4193548,612.9032258
194,116.5483871,52.35483871,200,3.548387097,4.516129032,741.9354839,419.3548387,870.9677419,870.9677419,-354.8387097,-741.9354839,806.4516129,354.8387097
195,180.7419355,193.5806452,58.77419355,8.387096774,6.129032258,-354.8387097,741.9354839,161.2903226,-483.8709677,741.9354839,-96.77419355,483.8709677,-741.9354839
196,26.67741935,1,58.77419355,10,9.677419355,870.9677419,290.3225806,290.3225806,-870.9677419,-225.8064516,96.77419355,354.8387097,806.4516129
197,142.2258065,97.29032258,65.19354839,4.516129032,4.193548387,-290.3225806,-548.3870968,-612.9032258,677.4193548,-483.8709677,-483.8709677,-290.3225806,741.9354839
198,200,84.4516129,13.83870968,0,6.774193548,-677.4193548,870.9677419,-419.3548387,-1000,32.25806452,548.3870968,-1000,-612.9032258
199,52.35483871,193.5806452,13.83870968,1.290322581,8.064516129,-96.77419355,548.3870968,-677.4193548,-225.8064516,-548.3870968,870.9677419,-677.4193548,96.77419355
200,110.1290323,174.3225806,122.9677419,2.903225806,3.870967742,1000,483.8709677,290.3225806,-741.9354839,612.9032258,225.8064516,-419.3548387,-1000
201,71.61290323,135.8064516,180.7419355,8.387096774,1.612903226,-677.4193548,-354.8387097,483.8709677,-612.9032258,-1000,354.8387097,677.4193548,-32.25806452
202,129.3870968,135.8064516,26.67741935,0,5.483870968,290.3225806,-1000,96.77419355,419.3548387,548.3870968,-677.4193548,-870.9677419,-483.8709677
203,1,180.7419355,97.29032258,0,1.935483871,677.4193548,-32.25806452,548.3870968,-870.9677419,-677.4193548,-32.25806452,483.8709677,935.483871
204,7.419354839,13.83870968,129.3870968,8.709677419,6.129032258,-96.77419355,-741.9354839,-1000,-354.8387097,290.3225806,1000,-870.9677419,225.8064516
205,84.4516129,142.2258065,13.83870968,8.709677419,2.580645161,-1000,-548.3870968,161.2903226,-96.77419355,-741.9354839,612.9032258,354.8387097,-161.2903226
206,129.3870968,167.9032258,78.03225806,6.451612903,6.451612903,-741.9354839,419.3548387,-483.8709677,-612.9032258,96.77419355,-806.4516129,1000,-290.3225806
207,1,110.1290323,148.6451613,9.032258065,10,96.77419355,161.2903226,-612.9032258,612.9032258,-354.8387097,-354.8387097,1000,-741.9354839
208,161.483871,129.3870968,78.03225806,4.516129032,9.677419355,548.3870968,1000,-806.4516129,-1000,741.9354839,870.9677419,-483.8709677,-96.77419355
209,180.7419355,71.61290323,39.51612903,7.741935484,6.774193548,741.9354839,96.77419355,32.25806452,-96.77419355,806.4516129,1000,-612.9032258,483.8709677
210,20.25806452,110.1290323,200,0.967741935,9.032258065,419.3548387,806.4516129,-161.2903226,-741.9354839,225.8064516,-806.4516129,-483.8709677,161.2903226
211,142.2258065,193.5806452,155.0645161,9.35483871,4.516129032,935.483871,225.8064516,-1000,-548.3870968,483.8709677,548.3870968,-161.2903226,-96.77419355
212,78.03225806,58.77419355,110.1290323,5.161290323,3.225806452,96.77419355,1000,290.3225806,419.3548387,96.77419355,-483.8709677,419.3548387,483.8709677
213,103.7096774,155.0645161,142.2258065,0.967741935,9.35483871,-354.8387097,-806.4516129,290.3225806,290.3225806,-290.3225806,741.9354839,-290.3225806,354.8387097
214,148.6451613,110.1290323,129.3870968,7.096774194,8.064516129,548.3870968,32.25806452,-32.25806452,419.3548387,-1000,-161.2903226,548.3870968,-161.2903226
215,52.35483871,20.25806452,135.8064516,3.225806452,1.290322581,290.3225806,870.9677419,1000,225.8064516,806.4516129,-1000,161.2903226,-870.9677419
216,180.7419355,161.483871,200,2.903225806,2.258064516,-548.3870968,-548.3870968,548.3870968,612.9032258,-32.25806452,354.8387097,-741.9354839,1000
217,71.61290323,45.93548387,187.1612903,9.677419355,5.161290323,-290.3225806,225.8064516,-354.8387097,-96.77419355,870.9677419,-741.9354839,1000,870.9677419
218,39.51612903,187.1612903,148.6451613,5.806451613,7.419354839,-161.2903226,935.483871,-161.2903226,1000,-548.3870968,-548.3870968,-290.3225806,-290.3225806
219,129.3870968,129.3870968,110.1290323,0.64516129,0.967741935,-612.9032258,-32.25806452,-354.8387097,-483.8709677,-870.9677419,1000,-32.25806452,-32.25806452
220,155.0645161,45.93548387,90.87096774,0.64516129,0,483.8709677,-612.9032258,-483.8709677,677.4193548,290.3225806,96.77419355,-548.3870968,354.8387097
221,1,33.09677419,1,6.774193548,1.290322581,-419.3548387,354.8387097,-677.4193548,870.9677419,290.3225806,612.9032258,225.8064516,806.4516129
222,174.3225806,20.25806452,78.03225806,7.096774194,7.419354839,-935.483871,-741.9354839,741.9354839,-225.8064516,-935.483871,548.3870968,483.8709677,-677.4193548
223,200,116.5483871,33.09677419,2.580645161,6.451612903,32.25806452,677.4193548,612.9032258,-741.9354839,1000,1000,-96.77419355,354.8387097
224,90.87096774,193.5806452,116.5483871,5.161290323,9.032258065,870.9677419,677.4193548,32.25806452,-1000,-870.9677419,161.2903226,-741.9354839,-419.3548387
225,52.35483871,7.419354839,33.09677419,10,4.193548387,-1000,-225.8064516,-161.2903226,419.3548387,-161.2903226,32.25806452,-612.9032258,-548.3870968
226,103.7096774,84.4516129,90.87096774,3.548387097,2.903225806,354.8387097,225.8064516,677.4193548,-483.8709677,677.4193548,32.25806452,548.3870968,612.9032258
227,26.67741935,78.03225806,97.29032258,9.35483871,1.612903226,-290.3225806,-161.2903226,1000,-225.8064516,96.77419355,-96.77419355,-419.3548387,354.8387097
228,13.83870968,45.93548387,65.19354839,8.387096774,8.064516129,-483.8709677,-1000,-870.9677419,96.77419355,-96.77419355,1000,-1000,-96.77419355
229,148.6451613,142.2258065,161.483871,7.419354839,0.967741935,1000,-677.4193548,935.483871,290.3225806,1000,870.9677419,-741.9354839,-483.8709677
230,187.1612903,122.9677419,1,8.064516129,4.838709677,290.3225806,806.4516129,-225.8064516,1000,96.77419355,548.3870968,677.4193548,-419.3548387
231,52.35483871,78.03225806,116.5483871,6.451612903,10,677.4193548,-677.4193548,-290.3225806,-32.25806452,-806.4516129,-612.9032258,419.3548387,-96.77419355
232,1,187.1612903,180.7419355,3.548387097,0,612.9032258,-225.8064516,-806.4516129,290.3225806,419.3548387,-1000,741.9354839,-677.4193548
233,103.7096774,20.25806452,7.419354839,1.290322581,6.774193548,-290.3225806,32.25806452,-806.4516129,1000,-419.3548387,96.77419355,-870.9677419,-935.483871
234,90.87096774,142.2258065,45.93548387,3.225806452,7.096774194,-483.8709677,-354.8387097,741.9354839,419.3548387,354.8387097,419.3548387,-483.8709677,225.8064516
235,26.67741935,167.9032258,193.5806452,3.870967742,1.935483871,32.25806452,96.77419355,96.77419355,741.9354839,-483.8709677,-419.3548387,-741.9354839,-806.4516129
236,97.29032258,45.93548387,39.51612903,7.096774194,3.870967742,290.3225806,612.9032258,548.3870968,-354.8387097,677.4193548,-354.8387097,-290.3225806,806.4516129
237,65.19354839,135.8064516,39.51612903,2.258064516,9.032258065,-96.77419355,-96.77419355,-612.9032258,-161.2903226,483.8709677,225.8064516,354.8387097,-677.4193548
238,84.4516129,161.483871,78.03225806,7.741935484,6.129032258,-612.9032258,-870.9677419,935.483871,96.77419355,-225.8064516,-677.4193548,-354.8387097,-870.9677419
239,200,20.25806452,20.25806452,4.838709677,2.903225806,-96.77419355,612.9032258,-354.8387097,935.483871,-96.77419355,-870.9677419,935.483871,-161.2903226
240,193.5806452,84.4516129,174.3225806,6.129032258,8.387096774,-870.9677419,-548.3870968,-290.3225806,483.8709677,806.4516129,290.3225806,1000,806.4516129
241,135.8064516,180.7419355,20.25806452,2.580645161,1.290322581,-1000,-419.3548387,870.9677419,-1000,96.77419355,483.8709677,-225.8064516,96.77419355
242,39.51612903,129.3870968,116.5483871,9.677419355,2.903225806,612.9032258,161.2903226,-483.8709677,-677.4193548,-225.8064516,-419.3548387,870.9677419,935.483871
243,65.19354839,71.61290323,7.419354839,0.322580645,4.516129032,-1000,-935.483871,483.8709677,-870.9677419,677.4193548,741.9354839,870.9677419,290.3225806
244,200,7.419354839,52.35483871,5.161290323,1.612903226,-870.9677419,419.3548387,-1000,-161.2903226,-612.9032258,-225.8064516,483.8709677,1000
245,148.6451613,90.87096774,52.35483871,9.032258065,0.322580645,-741.9354839,612.9032258,-741.9354839,-32.25806452,-935.483871,741.9354839,354.8387097,96.77419355
246,135.8064516,155.0645161,84.4516129,3.870967742,5.806451613,741.9354839,806.4516129,-935.483871,-677.4193548,-677.4193548,419.3548387,-548.3870968,806.4516129
247,167.9032258,13.83870968,78.03225806,10,8.387096774,96.77419355,-354.8387097,32.25806452,677.4193548,677.4193548,-548.3870968,96.77419355,-354.8387097
248,84.4516129,200,90.87096774,9.032258065,8.064516129,-225.8064516,-806.4516129,-161.2903226,-1000,1000,354.8387097,483.8709677,483.8709677
249,26.67741935,71.61290323,148.6451613,5.483870968,8.709677419,612.9032258,-741.9354839,870.9677419,548.3870968,354.8387097,-677.4193548,-1000,-161.2903226
250,122.9677419,65.19354839,116.5483871,0,6.451612903,548.3870968,-548.3870968,-870.9677419,-354.8387097,-161.2903226,483.8709677,612.9032258,483.8709677
251,7.419354839,110.1290323,167.9032258,0.322580645,0,290.3225806,1000,-548.3870968,-483.8709677,870.9677419,419.3548387,-225.8064516,-612.9032258
252,26.67741935,200,52.35483871,9.677419355,5.806451613,1000,-354.8387097,548.3870968,1000,-290.3225806,1000,225.8064516,-548.3870968
253,39.51612903,26.67741935,142.2258065,1.612903226,2.258064516,870.9677419,96.77419355,161.2903226,870.9677419,354.8387097,-225.8064516,-96.77419355,-32.25806452
254,71.61290323,90.87096774,161.483871,4.838709677,3.225806452,548.3870968,-225.8064516,32.25806452,-290.3225806,-741.9354839,-290.3225806,225.8064516,935.483871
255,97.29032258,39.51612903,103.7096774,0,8.709677419,161.2903226,741.9354839,-225.8064516,677.4193548,-1000,-870.9677419,806.4516129,677.4193548
256,26.67741935,39.51612903,142.2258065,2.258064516,4.838709677,-548.3870968,-612.9032258,-548.3870968,-741.9354839,-548.3870968,-1000,32.25806452,483.8709677
257,58.77419355,13.83870968,110.1290323,9.032258065,4.516129032,1000,-870.9677419,161.2903226,32.25806452,32.25806452,-32.25806452,741.9354839,161.2903226
258,71.61290323,180.7419355,1,0.64516129,7.096774194,741.9354839,-290.3225806,290.3225806,225.8064516,-548.3870968,-677.4193548,935.483871,-354.8387097
259,167.9032258,200,180.7419355,4.838709677,5.483870968,419.3548387,677.4193548,741.9354839,-870.9677419,806.4516129,612.9032258,-225.8064516,-96.77419355
260,90.87096774,167.9032258,122.9677419,8.387096774,0.64516129,741.9354839,935.483871,-290.3225806,-225.8064516,-32.25806452,612.9032258,96.77419355,-483.8709677
261,148.6451613,97.29032258,187.1612903,2.580645161,1.935483871,-483.8709677,870.9677419,290.3225806,-419.3548387,483.8709677,-806.4516129,741.9354839,290.3225806
262,174.3225806,148.6451613,52.35483871,0,0,-161.2903226,-419.3548387,419.3548387,-419.3548387,225.8064516,-96.77419355,-677.4193548,-161.2903226
263,129.3870968,103.7096774,161.483871,8.064516129,7.419354839,419.3548387,96.77419355,-96.77419355,161.2903226,677.4193548,-612.9032258,-1000,-741.9354839
264,135.8064516,116.5483871,7.419354839,10,2.903225806,-225.8064516,870.9677419,-548.3870968,-96.77419355,-870.9677419,-32.25806452,225.8064516,-806.4516129
265,7.419354839,1,20.25806452,3.870967742,1.612903226,-612.9032258,-548.3870968,677.4193548,419.3548387,-354.8387097,935.483871,32.25806452,-677.4193548
266,161.483871,155.0645161,200,10,7.741935484,-483.8709677,483.8709677,-354.8387097,-612.9032258,806.4516129,161.2903226,-96.77419355,-677.4193548
267,135.8064516,97.29032258,167.9032258,5.806451613,7.096774194,-806.4516129,354.8387097,548.3870968,741.9354839,32.25806452,741.9354839,32.25806452,-96.77419355
268,20.25806452,58.77419355,180.7419355,9.35483871,0.967741935,-96.77419355,-548.3870968,-935.483871,1000,870.9677419,-677.4193548,290.3225806,-1000
269,200,129.3870968,135.8064516,4.193548387,8.709677419,935.483871,548.3870968,290.3225806,354.8387097,419.3548387,612.9032258,1000,225.8064516
270,45.93548387,167.9032258,180.7419355,0.64516129,2.903225806,161.2903226,-806.4516129,1000,-32.25806452,-741.9354839,483.8709677,-677.4193548,1000
271,7.419354839,167.9032258,97.29032258,10,9.032258065,-677.4193548,354.8387097,161.2903226,96.77419355,-548.3870968,-290.3225806,548.3870968,-1000
272,71.61290323,13.83870968,135.8064516,6.774193548,1.935483871,419.3548387,741.9354839,-548.3870968,548.3870968,-225.8064516,290.3225806,419.3548387,-419.3548387
273,187.1612903,90.87096774,39.51612903,1.935483871,8.709677419,-354.8387097,1000,612.9032258,870.9677419,-870.9677419,-419.3548387,-935.483871,1000
274,155.0645161,103.7096774,71.61290323,6.774193548,4.516129032,677.4193548,290.3225806,-161.2903226,-225.8064516,161.2903226,-1000,-96.77419355,-1000
275,122.9677419,103.7096774,174.3225806,1.612903226,7.741935484,-612.9032258,-290.3225806,-1000,-870.9677419,-290.3225806,-870.9677419,-483.8709677,96.77419355
276,33.09677419,135.8064516,122.9677419,0.64516129,10,225.8064516,419.3548387,-161.2903226,806.4516129,870.9677419,-32.25806452,-741.9354839,-870.9677419
277,20.25806452,1,129.3870968,8.387096774,6.451612903,806.4516129,-806.4516129,741.9354839,870.9677419,483.8709677,-1000,935.483871,870.9677419
278,39.51612903,155.0645161,1,9.35483871,9.032258065,-225.8064516,-1000,483.8709677,677.4193548,612.9032258,483.8709677,-806.4516129,-225.8064516
279,45.93548387,187.1612903,161.483871,3.870967742,2.258064516,-290.3225806,-483.8709677,-1000,483.8709677,-1000,806.4516129,-354.8387097,-354.8387097
280,58.77419355,26.67741935,58.77419355,5.483870968,9.35483871,-935.483871,1000,-419.3548387,-612.9032258,225.8064516,290.3225806,32.25806452,-806.4516129
281,122.9677419,129.3870968,187.1612903,7.419354839,5.806451613,419.3548387,-870.9677419,870.9677419,-225.8064516,612.9032258,161.2903226,548.3870968,677.4193548
282,110.1290323,33.09677419,45.93548387,7.096774194,0,225.8064516,161.2903226,161.2903226,-1000,-677.4193548,741.9354839,935.483871,1000
283,200,167.9032258,65.19354839,3.225806452,4.838709677,-32.25806452,161.2903226,-677.4193548,290.3225806,741.9354839,354.8387097,-32.25806452,419.3548387
284,135.8064516,71.61290323,180.7419355,0.967741935,3.870967742,-161.2903226,-677.4193548,-32.25806452,-290.3225806,741.9354839,-225.8064516,1000,-419.3548387
285,161.483871,167.9032258,110.1290323,7.096774194,3.548387097,-870.9677419,806.4516129,483.8709677,-96.77419355,419.3548387,935.483871,-354.8387097,548.3870968
286,45.93548387,58.77419355,13.83870968,2.258064516,5.161290323,806.4516129,354.8387097,32.25806452,354.8387097,-935.483871,419.3548387,612.9032258,-741.9354839
287,161.483871,200,97.29032258,6.129032258,1.290322581,-354.8387097,-1000,935.483871,-741.9354839,-354.8387097,32.25806452,96.77419355,-161.2903226
288,187.1612903,39.51612903,26.67741935,7.096774194,2.903225806,1000,354.8387097,-1000,161.2903226,161.2903226,161.2903226,161.2903226,354.8387097
289,103.7096774,13.83870968,200,4.193548387,4.838709677,870.9677419,-1000,741.9354839,483.8709677,-161.2903226,-96.77419355,225.8064516,32.25806452
290,78.03225806,39.51612903,167.9032258,1.290322581,1.612903226,-741.9354839,225.8064516,870.9677419,354.8387097,806.4516129,-354.8387097,290.3225806,-483.8709677
291,167.9032258,84.4516129,45.93548387,5.161290323,5.161290323,-161.2903226,548.3870968,-612.9032258,806.4516129,-161.2903226,1000,-806.4516129,-1000
292,135.8064516,52.35483871,148.6451613,1.935483871,0.322580645,-612.9032258,-96.77419355,-870.9677419,483.8709677,225.8064516,161.2903226,741.9354839,-1000
293,142.2258065,13.83870968,45.93548387,8.387096774,7.741935484,-32.25806452,-161.2903226,419.3548387,-32.25806452,870.9677419,-419.3548387,548.3870968,548.3870968
294,13.83870968,155.0645161,97.29032258,7.419354839,3.870967742,935.483871,419.3548387,-741.9354839,612.9032258,-161.2903226,-1000,-225.8064516,-806.4516129
295,39.51612903,142.2258065,103.7096774,3.870967742,9.677419355,96.77419355,-225.8064516,-548.3870968,161.2903226,483.8709677,1000,483.8709677,96.77419355
296,71.61290323,110.1290323,13.83870968,2.903225806,5.483870968,-741.9354839,-677.4193548,-1000,677.4193548,-870.9677419,-96.77419355,-96.77419355,548.3870968
297,180.7419355,20.25806452,84.4516129,10,0,806.4516129,-677.4193548,612.9032258,-354.8387097,548.3870968,290.3225806,-419.3548387,-290.3225806
298,20.25806452,200,174.3225806,7.096774194,10,483.8709677,-161.2903226,-354.8387097,225.8064516,-483.8709677,677.4193548,-806.4516129,290.3225806
299,1,7.419354839,122.9677419,2.258064516,6.129032258,-483.8709677,677.4193548,-935.483871,-96.77419355,32.25806452,870.9677419,-290.3225806,-935.483871
300,161.483871,180.7419355,58.77419355,6.774193548,2.580645161,-96.77419355,32.25806452,-290.3225806,677.4193548,1000,-354.8387097,677.4193548,870.9677419
301,103.7096774,33.09677419,129.3870968,1.935483871,5.161290323,-870.9677419,-32.25806452,-161.2903226,612.9032258,-483.8709677,-870.9677419,-1000,-354.8387097
302,122.9677419,71.61290323,97.29032258,4.193548387,7.419354839,-225.8064516,-354.8387097,354.8387097,-483.8709677,161.2903226,-483.8709677,354.8387097,870.9677419
303,33.09677419,65.19354839,142.2258065,7.419354839,0.64516129,-32.25806452,612.9032258,1000,-870.9677419,-870.9677419,290.3225806,-870.9677419,-548.3870968
304,155.0645161,155.0645161,116.5483871,1.290322581,4.193548387,-935.483871,-354.8387097,96.77419355,483.8709677,1000,677.4193548,548.3870968,-741.9354839
305,1,116.5483871,84.4516129,1.290322581,9.35483871,419.3548387,419.3548387,677.4193548,225.8064516,-1000,483.8709677,354.8387097,-548.3870968
306,52.35483871,58.77419355,97.29032258,8.064516129,7.096774194,-612.9032258,741.9354839,-612.9032258,-677.4193548,612.9032258,-806.4516129,-96.77419355,1000
307,20.25806452,187.1612903,71.61290323,1.935483871,7.741935484,-806.4516129,-1000,290.3225806,-96.77419355,741.9354839,548.3870968,806.4516129,-870.9677419
308,174.3225806,65.19354839,200,2.580645161,3.870967742,-741.9354839,-483.8709677,-96.77419355,1000,419.3548387,-32.25806452,-612.9032258,-96.77419355
309,26.67741935,45.93548387,26.67741935,8.064516129,10,-96.77419355,870.9677419,-806.4516129,-612.9032258,-741.9354839,741.9354839,-354.8387097,32.25806452
310,110.1290323,84.4516129,187.1612903,3.225806452,0.967741935,870.9677419,-612.9032258,548.3870968,-677.4193548,96.77419355,935.483871,-870.9677419,-741.9354839
311,167.9032258,155.0645161,65.19354839,0.64516129,9.677419355,1000,32.25806452,419.3548387,-935.483871,-354.8387097,290.3225806,290.3225806,290.3225806
312,26.67741935,148.6451613,167.9032258,9.032258065,6.451612903,741.9354839,-1000,-96.77419355,290.3225806,-419.3548387,806.4516129,419.3548387,1000
313,142.2258065,58.77419355,52.35483871,5.806451613,8.709677419,-548.3870968,-225.8064516,677.4193548,-870.9677419,1000,806.4516129,935.483871,-870.9677419
314,200,52.35483871,84.4516129,8.064516129,5.161290323,-483.8709677,-935.483871,-290.3225806,-290.3225806,-225.8064516,32.25806452,-870.9677419,741.9354839
315,97.29032258,52.35483871,58.77419355,2.580645161,7.419354839,483.8709677,225.8064516,1000,290.3225806,-612.9032258,-290.3225806,-354.8387097,161.2903226
316,187.1612903,142.2258065,110.1290323,4.838709677,8.387096774,612.9032258,-419.3548387,-32.25806452,-161.2903226,-677.4193548,96.77419355,-96.77419355,290.3225806
317,97.29032258,20.25806452,200,3.870967742,0.64516129,-225.8064516,-32.25806452,32.25806452,-548.3870968,290.3225806,870.9677419,1000,-612.9032258
318,155.0645161,97.29032258,180.7419355,5.483870968,6.451612903,-1000,548.3870968,-290.3225806,-483.8709677,612.9032258,-419.3548387,225.8064516,-870.9677419
319,65.19354839,7.419354839,58.77419355,0.967741935,2.903225806,96.77419355,-548.3870968,870.9677419,-935.483871,-1000,-1000,-870.9677419,-96.77419355
320,78.03225806,129.3870968,39.51612903,5.806451613,10,-870.9677419,-419.3548387,96.77419355,96.77419355,-1000,-806.4516129,96.77419355,741.9354839
321,122.9677419,7.419354839,200,9.677419355,0,354.8387097,354.8387097,1000,548.3870968,741.9354839,-612.9032258,-806.4516129,741.9354839
322,193.5806452,1,155.0645161,2.580645161,3.225806452,741.9354839,-677.4193548,-741.9354839,-806.4516129,225.8064516,354.8387097,548.3870968,-870.9677419
323,52.35483871,52.35483871,122.9677419,7.096774194,5.806451613,612.9032258,1000,32.25806452,741.9354839,1000,-225.8064516,354.8387097,-225.8064516
324,180.7419355,167.9032258,167.9032258,5.161290323,5.483870968,935.483871,-741.9354839,419.3548387,870.9677419,-1000,-935.483871,741.9354839,96.77419355
325,167.9032258,97.29032258,20.25806452,7.741935484,7.419354839,290.3225806,-96.77419355,612.9032258,-32.25806452,-290.3225806,-935.483871,1000,677.4193548
326,90.87096774,97.29032258,71.61290323,6.451612903,8.064516129,1000,1000,-225.8064516,-354.8387097,-612.9032258,-677.4193548,-548.3870968,-677.4193548
327,167.9032258,7.419354839,84.4516129,0,0.64516129,612.9032258,96.77419355,806.4516129,354.8387097,870.9677419,677.4193548,-354.8387097,354.8387097
328,122.9677419,39.51612903,84.4516129,3.225806452,2.258064516,-1000,612.9032258,96.77419355,-612.9032258,-419.3548387,-741.9354839,483.8709677,-1000
329,7.419354839,142.2258065,78.03225806,1.290322581,4.516129032,32.25806452,-161.2903226,290.3225806,-290.3225806,-161.2903226,-870.9677419,677.4193548,1000
330,52.35483871,200,1,8.709677419,2.258064516,32.25806452,419.3548387,419.3548387,548.3870968,-870.9677419,96.77419355,-161.2903226,-677.4193548
331,90.87096774,155.0645161,33.09677419,9.677419355,6.774193548,290.3225806,741.9354839,-1000,870.9677419,-741.9354839,-483.8709677,32.25806452,161.2903226
332,65.19354839,58.77419355,26.67741935,1.290322581,0,935.483871,-870.9677419,-870.9677419,-741.9354839,354.8387097,354.8387097,-290.3225806,612.9032258
333,33.09677419,180.7419355,52.35483871,8.387096774,3.548387097,161.2903226,-741.9354839,935.483871,-677.4193548,32.25806452,161.2903226,1000,483.8709677
334,187.1612903,33.09677419,193.5806452,5.806451613,6.451612903,-225.8064516,-870.9677419,290.3225806,-935.483871,870.9677419,-612.9032258,-483.8709677,-161.2903226
335,187.1612903,116.5483871,161.483871,2.258064516,10,161.2903226,548.3870968,548.3870968,419.3548387,-96.77419355,-96.77419355,741.9354839,-290.3225806
336,161.483871,78.03225806,52.35483871,1.290322581,5.483870968,741.9354839,161.2903226,-548.3870968,-548.3870968,161.2903226,-548.3870968,-1000,290.3225806
